Grid_ID,Latitude,Longitude,Elevation,Land_Use,Avg_Precipitation,Soil_Type,Drainage_Capacity,Coastal_Distance,Historical_Floods,Flood_Risk_Label
G0656,8.06379,76.113838,23,Forest,1569.46,Loam,High,5.02,1,Low
G0657,8.141888,76.345223,4,Wetland,1575.71,Peat,High,8.11,2,Low
G0658,8.181541,76.507412,2,Agriculture,1634.36,Sandy,Medium,4.76,0,Low
G0659,8.322959,76.874223,26,Wetland,1398.34,Loam,Medium,9.49,2,Low
G0660,8.285389,76.493547,15,Agriculture,1557.0,Sandy,Medium,8.49,1,Low
G0661,8.178048,76.702259,48,Urban,1785.66,Clay,Low,3.4,1,Low
G0662,8.493258,76.992817,14,Industrial,1387.98,Peat,High,4.06,0,Low
G0663,8.302887,76.131489,34,Wetland,1374.0,Sandy,High,4.29,2,Low
G0664,8.118613,76.274732,11,Agriculture,1412.37,Peat,Low,6.3,1,Low
G0665,8.050891,76.394576,40,Industrial,1170.67,Loam,High,2.94,1,Low
G0666,8.07643,76.421828,43,Wetland,1295.15,Clay,Medium,9.7,1,Low
G0667,8.122979,76.411021,25,Forest,1282.93,Peat,Low,6.13,2,Low
G0668,8.080341,76.907611,46,Agriculture,1499.84,Loam,High,4.05,2,Low
G0669,8.093284,76.714033,33,Forest,1750.84,Sandy,Low,6.49,1,Low
G0670,8.142548,76.607905,22,Urban,1936.11,Clay,Low,4.01,1,Moderate
G0671,8.086687,76.309373,30,Forest,1517.16,Clay,High,8.2,3,Low
G0672,8.448383,76.82379,49,Forest,1636.94,Sandy,Medium,5.72,1,Low
G0673,8.040117,76.955061,19,Agriculture,1573.02,Sandy,High,0.52,2,Low
G0674,8.262256,76.821198,11,Urban,871.97,Clay,High,1.85,2,Low
G0675,8.205198,76.001565,22,Forest,1155.63,Peat,Medium,8.66,1,Low
G0676,8.491189,76.636401,3,Industrial,1728.38,Clay,High,5.67,1,Low
G0677,8.056019,76.051135,22,Wetland,1757.55,Sandy,High,9.51,1,Low
G0678,8.198928,76.257607,47,Forest,1750.68,Peat,High,0.82,1,Low
G0679,8.484735,76.059525,47,Urban,1446.66,Loam,Low,3.02,3,Moderate
G0680,8.432754,76.603795,0,Forest,901.55,Clay,Low,2.02,1,Moderate
G0681,8.408536,76.68659,24,Wetland,1191.44,Sandy,Low,5.58,2,Low
G0682,8.128951,76.114488,1,Urban,1237.35,Loam,High,3.89,0,Low
G0683,8.085444,76.383839,29,Agriculture,1688.63,Clay,Medium,1.66,1,Low
G0684,8.334322,76.456237,2,Urban,1392.79,Clay,Low,6.46,2,Moderate
G0685,8.464688,76.369053,20,Agriculture,2007.12,Peat,Medium,5.41,0,Low
G0686,8.278381,76.121025,24,Urban,1940.29,Sandy,High,2.82,3,Moderate
G0687,8.285806,76.418948,19,Wetland,2002.11,Loam,Low,4.85,3,High
G0688,8.13999,76.751178,48,Wetland,1225.05,Clay,High,7.48,0,Low
G0689,8.384746,76.071008,21,Urban,1647.27,Peat,Medium,2.13,4,Low
G0690,8.093522,76.08018,20,Forest,1356.74,Loam,Low,3.0,1,Low
G0691,8.16184,76.354771,32,Wetland,1598.36,Loam,Low,3.53,1,Low
G0692,8.212718,76.941726,37,Agriculture,1258.32,Clay,Low,7.49,2,Low
G0693,8.253805,76.668573,14,Agriculture,1867.85,Loam,Low,8.48,1,Moderate
G0694,8.121205,76.67867,45,Industrial,1263.92,Clay,Medium,3.83,1,Low
G0695,8.057418,76.36192,14,Agriculture,915.83,Peat,Low,3.04,3,Moderate
G0696,8.30531,76.593661,45,Industrial,2110.13,Peat,High,8.91,0,Low
G0697,8.144315,76.010131,24,Urban,1632.75,Loam,Low,9.99,3,Moderate
G0698,8.290619,76.636096,20,Urban,1179.26,Clay,Medium,6.74,1,Low
G0699,8.077181,76.913287,23,Urban,1451.32,Sandy,Low,9.9,0,Low
G0700,8.24057,76.612573,4,Forest,1326.94,Peat,Medium,6.63,0,Low
G0701,8.266295,76.873699,5,Forest,1501.72,Clay,Medium,7.36,2,Low
G0702,8.025912,76.723973,48,Industrial,1740.83,Clay,High,3.95,2,Low
G0703,8.168302,76.120558,42,Agriculture,1693.73,Clay,Low,4.39,1,Low
G0704,8.067207,76.902453,47,Agriculture,1576.12,Loam,Low,1.53,3,High
G0705,8.031687,76.066444,43,Urban,1501.58,Sandy,Low,8.25,0,Low
G0706,8.49498,76.533967,46,Wetland,1823.6,Loam,High,9.32,2,Low
G0707,8.161177,76.142137,22,Forest,922.36,Peat,High,6.27,3,Low
G0708,8.404937,76.011707,3,Forest,1275.32,Loam,Medium,3.5,2,Low
G0709,8.12732,76.422034,26,Urban,1206.4,Clay,Medium,1.62,1,Low
G0710,8.340751,76.295041,17,Forest,1801.88,Loam,Medium,2.73,1,Low
G0711,8.380114,76.486,20,Urban,1278.27,Clay,High,2.63,3,Low
G0712,8.297819,76.5772,27,Industrial,1114.21,Sandy,High,6.17,1,Low
G0713,8.235788,76.043739,34,Agriculture,1664.8,Loam,High,9.46,2,Low
G0714,8.20592,76.123003,21,Wetland,1227.38,Loam,Medium,0.58,1,Low
G0715,8.174434,76.558642,39,Agriculture,1394.78,Loam,High,0.11,1,Low
G0716,8.464765,76.343167,22,Agriculture,2214.34,Clay,Medium,6.04,2,Low
G0717,8.41531,76.729173,2,Industrial,1736.14,Clay,Medium,2.91,2,Low
G0718,8.482513,76.652292,39,Forest,1436.69,Loam,Low,8.82,0,Low
G0719,8.062149,76.845604,49,Wetland,1463.66,Loam,Low,3.34,1,Low
G0720,8.365434,76.692493,9,Forest,1772.25,Sandy,Low,2.97,1,Moderate
G0721,8.46917,76.429931,24,Agriculture,1698.86,Sandy,Medium,2.77,0,Low
G0722,8.090617,76.672967,48,Urban,1522.68,Peat,Low,1.53,2,Moderate
G0723,8.033248,76.275381,7,Agriculture,1531.07,Sandy,Low,5.86,0,Moderate
G0724,8.37056,76.306313,10,Forest,1056.05,Sandy,Low,1.77,2,Moderate
G0725,8.287237,76.788985,4,Agriculture,993.0,Sandy,High,4.3,1,Low
G0726,8.420914,76.44642,44,Urban,1446.95,Clay,Medium,4.66,0,Low
G0727,8.069886,76.79838,36,Industrial,1310.01,Sandy,Low,0.3,3,High
G0728,8.397634,76.822422,44,Forest,1675.82,Sandy,High,0.27,0,Low
G0729,8.100814,76.857562,37,Agriculture,1559.15,Loam,High,5.25,1,Low
G0730,8.081828,76.916635,28,Forest,1268.17,Clay,High,6.99,1,Low
G0731,8.082133,76.430985,4,Industrial,1548.96,Peat,Low,9.43,1,Moderate
G0732,8.407287,76.318867,8,Agriculture,1374.53,Peat,High,1.87,2,Moderate
G0733,8.332599,76.582199,47,Agriculture,2119.98,Sandy,Medium,1.12,0,Moderate
G0734,8.261533,76.371172,1,Forest,1615.87,Peat,High,0.62,1,Moderate
G0735,8.179415,76.601074,0,Forest,1031.82,Peat,High,4.42,2,Low
G0736,8.4386,76.705586,39,Urban,2046.15,Peat,High,6.27,3,Moderate
G0737,8.196223,76.688405,29,Industrial,1310.06,Sandy,High,8.42,0,Low
G0738,8.4083,76.374553,10,Urban,1207.58,Peat,Medium,6.86,1,Low
G0739,8.219567,76.16686,27,Agriculture,2143.11,Sandy,Low,2.16,1,Moderate
G0740,8.188472,76.430529,43,Forest,1603.75,Loam,Medium,4.67,1,Low
G0741,8.23134,76.142594,11,Agriculture,1710.23,Loam,Medium,9.11,1,Low
G0742,8.150689,76.890097,38,Agriculture,1719.92,Peat,Low,3.33,2,Low
G0743,8.373805,76.345877,25,Wetland,1438.2,Loam,High,5.04,3,Low
G0744,8.25136,76.15446,12,Wetland,1328.28,Sandy,Low,9.59,1,Low
G0745,8.116106,76.025448,7,Agriculture,1377.22,Loam,Low,7.37,0,Moderate
G0746,8.449787,76.645822,27,Forest,1982.66,Peat,Medium,7.5,1,Low
G0747,8.191946,76.636902,29,Agriculture,1561.14,Sandy,Low,2.6,0,Low
G0748,8.271776,76.340604,8,Wetland,1893.87,Clay,High,4.21,1,Low
G0749,8.453236,76.071712,38,Forest,1477.07,Sandy,Medium,0.92,1,Low
G0750,8.312119,76.409629,30,Agriculture,1273.38,Loam,High,6.1,3,Low
G0751,8.058449,76.311217,20,Industrial,1067.34,Clay,Medium,1.13,1,Low
G0752,8.469916,76.677121,46,Industrial,1694.4,Sandy,High,8.38,3,Low
G0753,8.313854,76.605779,33,Agriculture,2008.23,Clay,Low,8.16,0,Moderate
G0754,8.167453,76.364594,30,Forest,1234.21,Clay,Low,5.38,1,Low
G0755,8.069636,76.217893,24,Agriculture,1654.01,Clay,Low,1.5,1,Moderate
G0756,8.397013,76.988036,11,Agriculture,1087.32,Sandy,High,0.35,3,Moderate
G0757,8.310036,76.454002,0,Wetland,1333.29,Loam,Medium,7.99,0,Low
G0758,8.266731,76.688274,21,Industrial,1580.38,Sandy,Medium,6.04,2,Low
G0759,8.446946,76.140553,39,Wetland,981.51,Loam,Medium,7.14,3,Low
G0760,8.394299,76.48559,36,Wetland,1494.59,Sandy,Low,3.11,3,Moderate
G0761,8.075837,76.027537,46,Agriculture,1248.99,Sandy,High,5.14,1,Low
G0762,8.155861,76.505455,0,Wetland,1681.43,Sandy,Medium,7.5,3,Moderate
G0763,8.124245,76.964017,0,Industrial,1450.38,Loam,High,4.68,1,Low
G0764,8.371973,76.384207,41,Wetland,1781.83,Sandy,Medium,6.05,0,Low
G0765,8.016766,76.038996,41,Industrial,1416.12,Clay,Low,7.92,1,Low
G0766,8.284945,76.030956,20,Wetland,1091.29,Sandy,High,2.23,0,Low
G0767,8.381229,76.387987,14,Industrial,1053.91,Clay,Medium,0.75,2,Low
G0768,8.438383,76.160025,16,Wetland,927.3,Peat,Medium,5.37,1,Low
G0769,8.171041,76.023352,21,Wetland,1689.89,Peat,Medium,0.72,1,Low
G0770,8.410629,76.756214,37,Forest,2267.32,Loam,Medium,7.69,2,Low
G0771,8.055316,76.458523,34,Industrial,1630.57,Loam,Low,7.22,1,Low
G0772,8.423226,76.289245,44,Industrial,2001.61,Peat,Medium,8.83,2,Low
G0773,8.063744,76.900083,15,Industrial,1840.07,Sandy,Medium,6.43,1,Low
G0774,8.198644,76.116139,7,Urban,1344.5,Sandy,Low,0.77,3,High
G0775,8.398648,76.955919,46,Wetland,1879.59,Sandy,Medium,2.61,1,Low
G0776,8.074959,76.313967,16,Industrial,1356.43,Peat,High,8.1,0,Low
G0777,8.114626,76.888404,16,Urban,1362.39,Clay,High,1.75,4,Moderate
G0778,8.361126,76.602943,25,Forest,1437.42,Loam,Medium,7.01,1,Low
G0779,8.360018,76.826707,12,Industrial,1451.64,Clay,Low,7.82,0,Low
G0780,8.320574,76.984013,16,Industrial,1698.41,Peat,Low,3.37,4,Moderate
G0781,8.346974,76.288405,37,Urban,1298.73,Clay,Low,3.29,0,Low
G0782,8.271362,76.961135,16,Wetland,1766.73,Sandy,Medium,5.62,2,Low
G0783,8.1259,76.389482,47,Forest,1762.42,Sandy,Medium,8.63,2,Low
G0784,8.172848,76.385512,13,Industrial,1602.89,Clay,High,2.32,0,Low
G0785,8.090799,76.340387,44,Wetland,2081.88,Peat,Low,9.42,1,Moderate
G0786,8.454225,76.541408,5,Forest,1886.22,Clay,Medium,6.03,2,Low
G0787,8.291696,76.154145,34,Agriculture,1820.92,Sandy,Medium,9.92,1,Low
G0788,8.200426,76.553711,45,Agriculture,1519.85,Sandy,Medium,0.99,1,Low
G0789,8.231003,76.541705,13,Forest,1605.53,Peat,Low,1.35,3,High
G0790,8.473642,76.761902,46,Urban,1657.14,Clay,Low,8.28,2,Low
G0791,8.076676,76.83365,7,Forest,1503.97,Sandy,High,8.66,3,Moderate
G0792,8.293115,76.440441,14,Forest,1387.33,Sandy,Low,4.51,1,Low
G0793,8.252944,76.302333,26,Urban,778.29,Clay,Medium,7.17,3,Low
G0794,8.305727,76.259335,12,Urban,1715.33,Clay,High,8.69,1,Low
G0795,8.009055,76.194624,48,Wetland,1812.43,Loam,Low,0.53,1,High
G0796,8.436062,76.057648,30,Wetland,1151.66,Peat,Low,5.78,5,Moderate
G0797,8.466059,76.342448,34,Urban,1681.55,Peat,Low,8.55,2,Low
G0798,8.282567,76.270248,5,Agriculture,1322.54,Clay,Low,4.04,3,High
G0799,8.348325,76.966417,4,Agriculture,1390.04,Peat,Medium,3.09,2,Low
G0800,8.46125,76.557709,21,Forest,1893.23,Sandy,Low,7.98,2,Moderate
G0801,8.353619,76.347277,48,Industrial,1202.81,Clay,Medium,3.42,4,Low
G0802,8.07627,76.580468,22,Forest,1202.36,Clay,Medium,0.13,4,Moderate
G0803,8.288144,76.139197,24,Forest,2041.45,Clay,Medium,9.6,0,Low
G0804,8.303358,76.444044,33,Industrial,1456.33,Loam,High,5.96,3,Low
G0805,8.212065,76.626234,25,Urban,1873.96,Peat,Medium,8.21,1,Low
G0806,8.368222,76.488898,46,Agriculture,1020.39,Loam,Low,8.27,1,Low
G0807,8.467184,76.401779,4,Forest,1044.42,Sandy,High,0.76,2,Moderate
G0808,8.462784,76.993848,25,Industrial,1226.12,Peat,Low,1.79,0,Moderate
G0809,8.22542,76.880315,19,Wetland,1355.56,Loam,Medium,3.18,0,Low
G0810,8.056619,76.623406,5,Forest,1079.01,Clay,Low,3.27,2,Moderate
G0811,8.492421,76.569377,5,Agriculture,1610.79,Loam,High,6.62,2,Low
G0812,8.419449,76.62066,49,Urban,1630.38,Clay,High,6.27,0,Low
G0813,8.062331,76.201312,17,Forest,1230.56,Loam,Low,5.0,1,Low
G0814,8.460421,76.395138,3,Forest,1254.42,Loam,Low,2.19,2,Moderate
G0815,8.434948,76.03946,16,Industrial,1293.97,Loam,Low,3.88,1,Low
G0816,8.259419,76.475546,13,Wetland,1150.53,Clay,High,5.48,1,Low
G0817,8.295638,76.543025,13,Wetland,631.33,Loam,Medium,4.73,3,Low
G0818,8.199501,76.22775,12,Urban,1474.49,Peat,Low,1.36,2,Moderate
G0819,8.027381,76.964029,6,Agriculture,1370.87,Peat,Medium,6.53,1,Low
G0820,8.167599,76.909455,43,Urban,1401.56,Peat,High,0.82,1,Low
G0821,8.401427,76.722143,14,Forest,1196.46,Clay,Low,3.84,2,Low
G0822,8.002316,76.533387,18,Forest,1743.15,Clay,Low,7.13,1,Low
G0823,8.16675,76.869969,42,Wetland,2227.62,Peat,High,0.3,0,Moderate
G0824,8.199084,76.130652,46,Agriculture,1249.77,Peat,Low,5.74,0,Low
G0825,8.268698,76.79051,43,Industrial,1919.91,Peat,Medium,3.41,2,Low
G0826,8.459928,76.124821,34,Agriculture,1609.99,Sandy,High,0.19,0,Low
G0827,8.173173,76.794211,16,Forest,1510.63,Peat,High,1.98,1,Low
G0828,8.173477,76.275768,34,Industrial,1396.76,Loam,Low,9.42,1,Low
G0829,8.368751,76.877091,18,Agriculture,1475.03,Sandy,High,5.26,2,Low
G0830,8.226109,76.944042,19,Agriculture,1844.88,Sandy,Low,9.97,1,Moderate
G0831,8.112302,76.148796,35,Industrial,1158.58,Clay,Low,5.3,0,Low
G0832,8.22622,76.462676,34,Forest,1417.5,Loam,High,5.48,2,Low
G0833,8.070429,76.980987,31,Agriculture,1874.7,Clay,Low,3.98,1,Moderate
G0834,8.088193,76.483407,47,Industrial,1795.11,Clay,Medium,3.17,3,Low
G0835,8.249184,76.863548,43,Forest,1163.22,Loam,Medium,2.59,0,Low
G0836,8.209463,76.588732,39,Industrial,1445.22,Clay,Low,3.5,1,Low
G0837,8.457423,76.37533,23,Industrial,1718.4,Loam,Medium,4.65,2,Low
G0838,8.181197,76.285784,16,Agriculture,1699.03,Loam,Low,2.0,3,Moderate
G0839,8.290294,76.203223,6,Forest,1792.54,Clay,Medium,2.33,4,Moderate
G0840,8.316132,76.761798,42,Agriculture,1615.29,Peat,High,2.79,1,Low
G0841,8.006547,76.386541,49,Urban,1665.59,Clay,Low,4.55,0,Low
G0842,8.331769,76.511275,0,Urban,1602.84,Sandy,Low,6.56,3,High
G0843,8.089018,76.492325,34,Forest,1973.92,Clay,Low,8.58,1,Moderate
G0844,8.480535,76.577279,31,Industrial,1373.46,Loam,Low,2.94,0,Low
G0845,8.074331,76.865577,35,Agriculture,1514.46,Sandy,Low,1.92,1,Moderate
G0846,8.207312,76.980739,12,Agriculture,1195.51,Loam,Low,3.85,0,Low
G0847,8.042675,76.407584,5,Forest,1136.39,Peat,High,8.95,0,Low
G0848,8.498437,76.827519,13,Forest,1597.49,Peat,High,0.2,1,Low
G0849,8.251098,76.764528,36,Urban,1282.74,Sandy,Medium,6.81,3,Low
G0850,8.297693,76.573529,47,Wetland,1482.69,Peat,Low,4.82,5,Moderate
G0851,8.033538,76.956047,14,Forest,1985.32,Peat,Medium,1.69,1,Moderate
G0852,8.37498,76.200475,46,Wetland,1967.98,Clay,Medium,3.28,2,Low
G0853,8.104953,76.109264,3,Forest,2167.21,Clay,High,2.33,0,Low
G0854,8.449027,76.853962,39,Industrial,1991.3,Peat,Medium,8.79,2,Low
G0855,8.10257,76.43915,15,Industrial,2220.91,Peat,High,4.87,2,Low
G0856,8.095344,76.846969,27,Urban,1630.96,Clay,Medium,5.67,1,Low
G0857,8.018275,76.89309,15,Urban,1229.09,Peat,Low,5.98,1,Low
G0858,8.236033,76.062458,3,Wetland,1199.88,Peat,Medium,6.43,4,Moderate
G0859,8.282421,76.883465,44,Forest,1918.9,Loam,High,5.01,3,Moderate
G0860,8.032854,76.448319,25,Agriculture,1515.49,Peat,High,0.28,3,Moderate
G0861,8.387764,76.510432,27,Urban,1537.84,Sandy,High,3.41,0,Low
G0862,8.226644,76.626593,31,Agriculture,1335.28,Loam,Medium,1.92,2,Low
G0863,8.262195,76.926383,44,Agriculture,1371.25,Sandy,Medium,6.83,2,Low
G0864,8.220381,76.019116,1,Forest,1615.13,Peat,High,0.66,1,Moderate
G0865,8.200382,76.476843,30,Wetland,1183.43,Clay,Low,5.68,2,Low
G0866,8.27982,76.687722,2,Forest,1577.14,Loam,Low,2.19,2,Moderate
G0867,8.07762,76.722707,7,Urban,1953.32,Clay,Medium,9.49,2,Low
G0868,8.090964,76.692532,23,Agriculture,859.91,Loam,Medium,3.42,3,Low
G0869,8.430893,76.134435,14,Forest,1037.61,Clay,High,3.32,4,Low
G0870,8.473058,76.299396,42,Forest,1702.68,Loam,Medium,9.24,3,Low
G0871,8.186655,76.358716,30,Forest,1909.19,Loam,Medium,4.23,1,Low
G0872,8.135372,76.804437,8,Urban,1353.03,Sandy,High,9.63,0,Low
G0873,8.322,76.27876,38,Wetland,900.53,Clay,High,0.34,3,Moderate
G0874,8.204367,76.210705,44,Forest,1929.58,Sandy,Medium,3.13,0,Low
G0875,8.012693,76.957448,1,Urban,1256.68,Sandy,Low,6.7,0,Moderate
G0876,8.078076,76.008863,7,Agriculture,1391.63,Clay,Medium,8.92,2,Low
G0877,8.357986,76.997821,6,Industrial,1595.71,Loam,Low,2.64,0,Moderate
G0878,8.329462,76.676821,43,Urban,1300.07,Sandy,Low,9.31,2,Low
G0879,8.013548,76.828469,38,Industrial,1237.16,Clay,Low,5.98,1,Low
G0880,8.110986,76.294619,41,Forest,1242.66,Loam,High,8.03,3,Low
G0881,8.115537,76.014315,15,Forest,2057.38,Sandy,High,4.03,2,Low
G0882,8.335946,76.73787,34,Urban,1847.88,Sandy,High,2.2,6,Moderate
G0883,8.009855,76.834145,29,Industrial,1672.36,Sandy,Medium,9.12,1,Low
G0884,8.052054,76.740476,9,Forest,844.07,Loam,High,9.34,0,Low
G0885,8.399958,76.14285,37,Agriculture,1673.46,Sandy,High,5.03,5,Low
G0886,8.089272,76.753428,17,Wetland,1657.26,Loam,Medium,0.16,0,Low
G0887,8.326373,76.768923,49,Wetland,1116.56,Peat,Medium,1.19,2,Low
G0888,8.119091,76.658541,4,Forest,1577.61,Sandy,Low,5.77,0,Moderate
G0889,8.049721,76.766116,28,Industrial,1815.45,Peat,Medium,0.34,4,High
G0890,8.121586,76.845921,38,Forest,1670.81,Clay,Medium,4.03,1,Low
G0891,8.361133,76.613604,33,Industrial,1295.95,Sandy,High,3.1,1,Low
G0892,8.427848,76.088605,42,Agriculture,1503.98,Clay,Low,7.17,2,Low
G0893,8.41511,76.487628,44,Industrial,1719.11,Clay,Low,0.65,0,Moderate
G0894,8.198592,76.077649,22,Forest,1517.84,Clay,Medium,4.94,1,Low
G0895,8.334043,76.407543,4,Agriculture,1876.29,Peat,High,5.83,3,Moderate
G0896,8.102492,76.407106,29,Urban,1618.7,Loam,High,6.21,2,Low
G0897,8.146574,76.06601,5,Wetland,1725.88,Peat,High,4.11,2,Low
G0898,8.448168,76.348821,45,Forest,1746.42,Peat,High,3.11,1,Low
G0899,8.006501,76.110998,43,Forest,1180.0,Clay,Medium,6.86,1,Low
G0900,8.042754,76.808235,3,Forest,1515.0,Sandy,High,8.49,0,Low
G0901,8.103943,76.947688,28,Agriculture,1400.29,Loam,Low,6.97,0,Low
G0902,8.013266,76.072316,22,Urban,1813.15,Clay,Low,9.33,0,Moderate
G0903,8.090718,76.955115,5,Industrial,1638.97,Loam,Medium,7.2,2,Low
G0904,8.291521,76.522577,31,Urban,1443.54,Peat,High,7.67,0,Low
G0905,8.210712,76.299566,41,Agriculture,1115.44,Loam,High,1.76,7,Moderate
G0906,8.446336,76.076862,17,Forest,1020.93,Loam,High,4.25,1,Low
G0907,8.408722,76.500624,14,Wetland,1593.1,Sandy,High,4.9,3,Low
G0908,8.170909,76.794516,39,Forest,1284.84,Clay,Medium,2.64,1,Low
G0909,8.129712,76.707086,31,Industrial,1699.84,Loam,High,5.33,1,Low
G0910,8.189846,76.050226,8,Wetland,1007.06,Loam,Medium,2.98,0,Low
G0911,8.295147,76.072902,36,Forest,1977.89,Peat,High,6.91,2,Low
G0912,8.134032,76.402873,9,Wetland,1699.16,Peat,High,4.76,1,Low
G0913,8.312074,76.29529,19,Urban,1529.76,Loam,Low,4.64,3,Moderate
G0914,8.204706,76.232384,5,Agriculture,2004.92,Clay,Medium,9.84,2,Low
G0915,8.276024,76.281004,47,Forest,1784.53,Loam,Low,3.99,1,Low
G0916,8.218063,76.803483,2,Industrial,1357.5,Loam,Medium,3.69,2,Low
G0917,8.147233,76.929228,41,Urban,1523.27,Sandy,High,3.25,1,Low
G0918,8.474227,76.405103,10,Forest,910.72,Clay,High,8.96,4,Low
G0919,8.381803,76.906111,42,Urban,1819.26,Sandy,Medium,5.02,2,Low
G0920,8.070057,76.321496,16,Industrial,1411.21,Clay,Low,6.04,1,Low
G0921,8.434234,76.476437,31,Forest,906.83,Clay,Medium,1.89,0,Low
G0922,8.243716,76.226029,3,Industrial,1145.45,Clay,Medium,5.46,2,Low
G0923,8.447276,76.640476,3,Wetland,1761.27,Sandy,High,2.82,0,Low
G0924,8.399928,76.978981,16,Industrial,1984.14,Sandy,Low,7.33,2,Moderate
G0925,8.212607,76.603493,40,Wetland,1506.13,Sandy,Medium,8.34,1,Low
G0926,8.011235,76.357814,18,Forest,1205.38,Peat,Low,7.18,0,Low
G0927,8.134339,76.647817,4,Wetland,1073.78,Sandy,Low,7.33,2,Moderate
G0928,8.270817,76.122921,31,Forest,1924.38,Peat,Medium,5.17,2,Low
G0929,8.316739,76.888659,21,Forest,1634.84,Peat,Low,7.15,0,Low
G0930,8.128944,76.503084,5,Agriculture,1400.96,Peat,High,4.28,0,Low
G0931,8.069678,76.44935,34,Forest,1329.52,Loam,High,6.55,1,Low
G0932,8.417465,76.585865,21,Wetland,1701.55,Loam,High,2.66,1,Low
G0933,8.492201,76.624784,0,Agriculture,1693.3,Loam,High,0.79,3,High
G0934,8.262845,76.071776,19,Agriculture,1231.02,Peat,Low,4.19,2,Low
G0935,8.08584,76.682617,21,Forest,1157.29,Peat,High,4.67,2,Low
G0936,8.136154,76.241932,47,Industrial,1172.43,Clay,Medium,2.64,1,Low
G0937,8.009195,76.713953,10,Industrial,1359.53,Peat,High,7.3,2,Low
G0938,8.457149,76.822535,12,Agriculture,1293.06,Loam,Medium,0.83,0,Low
G0939,8.058876,76.803959,41,Forest,1985.43,Peat,Medium,2.31,1,Low
G0940,8.288258,76.552501,2,Industrial,1348.87,Peat,High,7.51,0,Low
G0941,8.137028,76.52017,8,Forest,1125.1,Clay,High,4.43,4,Moderate
G0942,8.277089,76.142876,11,Forest,1141.95,Peat,Low,7.08,1,Low
G0943,8.32571,76.775346,22,Agriculture,1444.81,Sandy,Medium,5.72,2,Low
G0944,8.414871,76.271409,13,Agriculture,953.36,Clay,High,9.51,2,Low
G0945,8.103211,76.496695,32,Urban,1481.96,Peat,Low,6.02,2,Low
G0946,8.005498,76.284274,17,Industrial,1099.14,Peat,High,0.25,1,Low
G0947,8.068443,76.133828,48,Industrial,1847.58,Clay,High,3.59,0,Low
G0948,8.450009,76.629558,40,Industrial,1534.97,Peat,High,1.52,1,Low
G0949,8.436945,76.054332,8,Wetland,2136.31,Loam,Medium,9.25,1,Low
G0950,8.298707,76.748645,22,Forest,1431.54,Sandy,High,1.13,1,Low
G0951,8.300258,76.317587,9,Agriculture,560.48,Sandy,Low,3.94,3,High
G0952,8.332518,76.000135,18,Industrial,1937.3,Loam,High,2.34,2,Low
G0953,8.087686,76.511129,46,Urban,1650.58,Peat,High,8.48,3,Low
G0954,8.457206,76.046852,4,Industrial,1697.07,Peat,Low,3.15,1,Moderate
G0955,8.209385,76.27617,46,Forest,1199.22,Sandy,Low,9.92,1,Low
G0956,8.191569,76.706976,22,Forest,1487.15,Peat,Medium,0.48,3,Moderate
G0957,8.259459,76.06269,29,Agriculture,1555.94,Sandy,Medium,1.37,0,Low
G0958,8.023483,76.839338,24,Wetland,1428.65,Sandy,Medium,2.32,2,Low
G0959,8.083142,76.00382,27,Agriculture,979.69,Loam,Medium,8.13,1,Low
G0960,8.369017,76.246824,33,Industrial,2330.61,Sandy,Low,8.8,1,Moderate
G0961,8.041399,76.740904,44,Urban,1750.75,Peat,High,0.81,2,Low
G0962,8.301576,76.31627,47,Agriculture,1626.18,Peat,High,0.42,2,Low
G0963,8.122675,76.101892,46,Wetland,1894.17,Clay,High,7.47,0,Low
G0964,8.194648,76.360234,24,Agriculture,1693.26,Peat,Medium,1.42,0,Low
G0965,8.144347,76.270393,9,Forest,1296.84,Clay,Low,1.42,3,High
G0966,8.177836,76.842712,13,Industrial,1874.93,Sandy,Low,0.32,1,High
G0967,8.359523,76.313348,41,Industrial,1755.66,Peat,Low,0.59,0,Moderate
G0968,8.148561,76.788932,45,Industrial,1308.21,Loam,High,2.71,1,Low
G0969,8.283202,76.891872,29,Industrial,1737.0,Loam,Medium,0.74,0,Low
G0970,8.238025,76.433817,40,Industrial,1427.83,Loam,Low,3.75,1,Low
G0971,8.331836,76.909943,24,Industrial,1562.54,Sandy,Medium,8.34,3,Low
G0972,8.468415,76.377318,13,Urban,1679.9,Sandy,Low,3.33,1,Low
G0973,8.366286,76.964078,34,Wetland,1910.55,Clay,Medium,7.31,0,Low
G0974,8.10747,76.08929,47,Industrial,1306.2,Loam,Low,1.03,1,Moderate
G0975,8.015592,76.687019,33,Wetland,1609.49,Clay,Medium,6.63,0,Low
G0976,8.131132,76.493814,9,Industrial,2104.72,Clay,Low,3.24,3,High
G0977,8.297539,76.387649,34,Agriculture,1447.19,Peat,Low,7.52,2,Low
G0978,8.025713,76.632712,10,Industrial,1558.97,Peat,Medium,1.45,0,Low
G0979,8.248183,76.703857,10,Forest,2104.27,Loam,Medium,8.99,3,Moderate
G0980,8.298421,76.004363,20,Urban,1691.24,Sandy,High,2.5,2,Low
G0981,8.167122,76.166953,20,Agriculture,1057.81,Peat,Medium,3.6,0,Low
G0982,8.385456,76.713046,21,Agriculture,1261.36,Sandy,Low,9.51,1,Low
G0983,8.053299,76.666385,44,Forest,1706.87,Clay,Low,5.83,5,Moderate
